"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.3924102783203","","","","","66.4997024536133","77.9163131713867","","","","","","","","","","","","","","74.7619781494141","76.1506271362305","74.8784866333008","82.3923568725586","85.1957321166992","",
"American Samoa","ASM","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.69287109375","","","","","","","67.0020065307617","52.9318504333496","56.6666717529297","54.6099281311035","65.8357772827148","61.781608581543","","69.2889633178711","66.003059387207","","57.1618003845215","54.2553176879883","49.1740798950195","","","","","",
"Australia","AUS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9769592285156","99.9225997924805","99.9439315795898","100","99.6694183349609","99.8698120117188","99.9889068603516","99.9785003662109","100","99.9529800415039","","99.9870300292969","99.9921722412109","99.9945983886719","99.570182800293","","","","98.0551223754883","99.7490463256836","99.8945617675781","99.8640365600586","99.702880859375","99.773063659668","99.3827819824219","",
"Burundi","BDI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8767471313477","","93.5268402099609","","94.1942291259766","","","96.6606216430664","","94.7443389892578","100","100","100","100","100","","","","","",
"Belgium","BEL","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2100601196289","69.9870986938477","","","85.0131225585938","82.0518112182617","","","","","44.9422607421875","44.7357597351074","47.1855316162109","","","64.4926834106445","66.1617431640625","68.9453277587891","65.1034469604492","69.231819152832","70.6725997924805","78.8854904174805","76.8694610595703","","","",
"Burkina Faso","BFA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3532104492188","","89.9102020263672","91.9123229980469","91.3515625","90.5674819946289","91.4018707275391","91.3036117553711","91.0013122558594","","","98.2345886230469","89.7207794189453","","89.4918823242188","75.7041778564453","90.5388336181641","92.4094924926758","93.5916290283203","94.334342956543","95.4193267822266","92.9882583618164","95.1972732543945","",
"Bangladesh","BGD","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.403018951416","53.970100402832","57.2474403381348","57.4074897766113","63.089298248291","","55.9828033447266","","","","48.0730094909668","52.0564270019531","51.1818504333496","52.6784896850586","65.3861770629883","64.0805206298828","64.512336730957","73.0114135742188","77.3772583007812","",
"Bulgaria","BGR","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7170181274414","82.7767715454102","83.0418701171875","83.438720703125","83.1588134765625","84.3137283325195","84.2974014282227","100","100","100","","100","100","",
"Bahamas, The","BHS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0163917541504","","","95.185188293457","","91.8080520629883","","92.9592437744141","","91.2936477661133","85.8155975341797","","95.598503112793","96.9855804443359","88.0095901489258","83.8441925048828","90.1098937988281","90.5777206420898","90.1098937988281","91.0701599121094","93.7229385375977","","91.9293823242188","","92.9786071777344","",
"Bosnia and Herzegovina","BIH","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9065475463867","97.7444229125977","98.5312805175781","99.7957763671875","99.627082824707","99.808708190918","","99.8651733398438","","","99.6416473388672","99.6264114379883","99.4389572143555","99.3885726928711","99.4744873046875","99.6470489501953","99.5525588989258","99.5126113891602","99.4808120727539","99.4236679077148","99.3709335327148","99.4187927246094","",
"Belize","BLZ","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7003288269043","42.4006195068359","","42.5937690734863","51.7127799987793","","40.4613494873047","40.5272789001465","42.9522094726562","43.6049995422363","46.1672515869141","48.4429092407227","56.1070785522461","50.9133796691895","62.3906707763672","69.7799224853516","72.8976974487305","","80.8455123901367","83.5077209472656","87.9837112426758","88.2105331420898","89.7530212402344","90.3796234130859","",
"Bermuda","BMU","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","","","","100","100","","100","","100","","","","","","","","",
"Bolivia","BOL","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.1429290771484","78.3732376098633","82.0526275634766","84.7104415893555","86.4716567993164","87.6046295166016","87.4486694335938","88.2378768920898","88.6432495117188","89.1137237548828","88.9342193603516","89.4829711914062","90.1416320800781","",
"Brazil","BRA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6859664916992","92.7122268676758","93.3999633789062","","","",
"Barbados","BRB","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.0175399780273","","69.7770385742188","59.9851493835449","58.3134384155273","59.5464515686035","56.8012008666992","","","74.7670822143555","68.4254608154297","70.6766891479492","82.2944869995117","79.1592102050781","78.1308364868164","77.4822692871094","78.0117874145508","77.7777786254883","77.4502029418945","",
"Brunei Darussalam","BRN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1130676269531","81.9022903442383","80.1791687011719","81.4856262207031","81.4880065917969","85.564567565918","86.5437164306641","86.1347274780273","83.1552505493164","85.9329223632812","83.4830017089844","83.8856430053711","83.6761779785156","85.1434097290039","85.3541793823242","83.9747467041016","78.3940658569336","83.6267013549805","84.1211700439453","",
"Bhutan","BTN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8931274414062","100","94.810661315918","90.7360382080078","","","","94.6852035522461","","","","","","","","","","100","100","100","100","100","100","100","100","","",
"Botswana","BWA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8923416137695","92.2839202880859","90.5687408447266","90.7877426147461","90.0942535400391","90.7839584350586","92.9850921630859","91.9916000366211","95.1745986938477","97.56884765625","98.8026428222656","100","","","99.1671295166016","98.7108306884766","","","","","","","","","99.894416809082","","",
"Central African Republic","CAF","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6867904663086","95.3108825683594","","","","","",
"Switzerland","CHE","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9333572387695","98.7471237182617","","100","","","","100","100","100","","100","99.8712768554688","83.4345474243164","87.0304718017578","100","100","100","100","100","100","100","100","100","",
"Cameroon","CMR","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8011932373047","68.5913467407227","68.0555572509766","67.3214721679688","","","","61.0448188781738","71.5678329467773","78.4193496704102","","","","","82.7459869384766","","","","84.003776550293","83.9860000610352","","",
"Congo, Dem. Rep.","COD","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5372467041016","95.3333206176758","95.3153533935547","93.4388122558594","","94.2982559204102","95.2954483032227","95.1111297607422","","","","91.9999008178711","","","100","","16.9051494598389","",
"Congo, Rep.","COG","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5365982055664","","","70.7614517211914","68.129768371582","","94.7616424560547","","","","90.8097381591797","86.7332229614258","87.6060180664062","","","","","","","","","","","","",
"Colombia","COL","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","97.6522598266602","98.7071533203125","94.9899215698242","95.8167266845703","95.7497100830078","","98.1549682617188","98.6658630371094","98.0644836425781","98.4026184082031","","",
"Comoros","COM","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2089004516602","","77.4228515625","45.5747108459473","","","","","","","59.651668548584","","77.4228515625","",
"Cabo Verde","CPV","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9811325073242","73.7047882080078","76.5735931396484","81.3478927612305","83.8269882202148","85.1466369628906","86.8294982910156","88.4522094726562","91.4862213134766","93.3000030517578","95.7128601074219","","96.3681564331055","","93.4618988037109","93.7471084594727","99.260627746582","99.0892486572266","100","93.7529983520508","","","",
"Costa Rica","CRI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1414413452148","","","","","","96.8100509643555","87.9628829956055","89.4142837524414","85.9170532226562","87.5199737548828","89.4795303344727","91.4240570068359","","93.9839401245117","93.9840698242188","93.9042129516602","93.750602722168","93.523193359375","94.5562591552734","94.5213623046875","94.2614288330078","","","","",
"Caribbean small states","CSS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.4573287963867","75.1725692749023","75.979736328125","76.3295974731445","76.9942092895508","77.8113327026367","76.4001770019531","76.4434280395508","76.314811706543","75.7048187255859","75.0148086547852","76.0913009643555","76.5923233032227","78.317626953125","78.967170715332","77.7729110717773","86.4846496582031","86.4656066894531","86.3376770019531","85.8227081298828","87.1952590942383","87.4205093383789","86.4856491088867","84.623649597168","86.3910064697266","85.7824401855469","",
"Cuba","CUB","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Curacao","CUW","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3783798217773","99.5145568847656","99.4974899291992","99.4845428466797","","100","98.6607131958008","97.6190490722656","96","97.0479736328125","","","94.3060531616211","97.3880615234375","87.3134307861328","","","","","100","100","100","100","96.9798736572266","98.7138290405273","",
"Cyprus","CYP","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","","",
"Czechia","CZE","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7441864013672","","78.2201385498047","100","","100","","100","","100","","","100","","","","","56.54296875","",
"Dominica","DMA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9346389770508","67.6348495483398","64.1393432617188","63.9485015869141","63.3405609130859","68.0652694702148","62.5850296020508","67.8899078369141","64.6080780029297","62.5882415771484","61.136360168457","64.1723403930664","61.0478401184082","62.7539482116699","66.6666717529297","66.1702117919922","66.37744140625","66.4609069824219","","","63.3620681762695","58.0993499755859","61.9047584533691","67.6829299926758","66.5987777709961","",
"Denmark","DNK","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2037124633789","","","","","","90.4848175048828","90.4798431396484","90.4861297607422","88.9791107177734","83.6112518310547","86.5395278930664","89.0568008422852","87.0372161865234","81.2669906616211","80.5533294677734","87.2969818115234","87.302619934082","94.875129699707","94.8679504394531","94.870849609375","94.8724517822266","100","","0","",
"Algeria","DZA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7100524902344","96.651496887207","97.3095016479492","98.2466735839844","98.7896270751953","99.0578994750977","98.9478378295898","99.596809387207","98.1626968383789","","","","","","","100","100","","","","","","98.1184692382812","95.6927032470703","91.6651000976562","",
"East Asia & Pacific (excluding high income)","EAP","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9021377563477","83.8854675292969","82.9323501586914","82.1609191894531","78.5263214111328","79.8555526733398","81.9907379150391","80.319091796875","81.2939224243164","84.9950790405273","84.1574783325195","85.0912322998047","",
"East Asia & Pacific","EAS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.9082489013672","94.4587783813477","","","93.332878112793","92.6266479492188","92.0119323730469","91.629280090332","91.5183563232422","91.459587097168","92.124267578125","92.1780624389648","91.8133316040039","90.8161926269531","90.4284820556641","",
"Europe & Central Asia","ECS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2143707275391","87.0110015869141","68.4188003540039","69.8331832885742","70.9380264282227","71.2134399414062","71.3124008178711","71.8903503417969","","","","","","","","","","","","","89.4808807373047","89.8775482177734","90.4789886474609","91.1760635375977","",
"Egypt, Arab Rep.","EGY","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5009613037109","","84.2707824707031","85.1766510009766","79.1578598022461","85.9360275268555","","","",
"Euro area","EMU","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.0927734375","62.0600891113281","56.4575614929199","57.1528015136719","67.8882369995117","69.7263565063477","71.1939392089844","81.91748046875","81.7087783813477","82.9682235717773","88.2951736450195","91.0035705566406","90.6210021972656","86.106086730957","","76.0869598388672","","","","86.5455627441406","","","","78.739860534668","","",
"Spain","ESP","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Estonia","EST","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.509651184082","88.9290771484375","36.7008628845215","46.3816413879395","55.3443641662598","","95","","","","","","","","","","",
"European Union","EUU","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9922714233398","89.1670684814453","84.3264312744141","84.4359130859375","84.930061340332","82.8960494995117","84.4869613647461","84.1898422241211","82.1755599975586","77.3954315185547","79.6332626342773","74.5361328125","73.3125305175781","73.2237777709961","72.146858215332","71.9640579223633","72.4526519775391","72.2022399902344","","","68.1675720214844","64.1259689331055","",
"Finland","FIN","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7471313476562","","","100","100","","","","","","","91.5356369018555","87.0880584716797","94.1480178833008","91.327033996582","96.0360794067383","",
"France","FRA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
