"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bahamas, The","BHS","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4347305297852","","","94.2445983886719","","85.0574722290039","","71.3004531860352","","89.6666717529297","77.0491790771484","","75.9398498535156","58.3333282470703","80","60.4519805908203","82.8282775878906","85.3503189086914","82.8282775878906","72.6415100097656","79.1666717529297","","75.7352905273438","","89.7515487670898","",
"Bosnia and Herzegovina","BIH","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5609817504883","97.510368347168","98.0952377319336","100","100","100","","100","","","100","100","99.0291290283203","99.1150436401367","99.1735534667969","100","100","100","99.1379318237305","84.6153793334961","99.1666717529297","99.1150436401367","",
"Belize","BLZ","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2265510559082","38.1428604125977","","37.3751792907715","50.7614212036133","","36.6614685058594","58.0847702026367","42.2600593566895","39.7515487670898","42.6356582641602","45.0532684326172","49.7835502624512","43.037971496582","56.1056098937988","61.3138694763184","72.7007293701172","","74.461540222168","78.2467498779297","80.1261825561523","83.1946792602539","82.9679565429688","82.8859100341797","",
"Bermuda","BMU","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","","","","100","100","","100","","100","","","","","","","","",
"Bolivia","BOL","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2798233032227","74.5388488769531","78.509147644043","81.2592926025391","82.8707427978516","84.1958770751953","84.5848236083984","86.5122985839844","87.3560180664062","87.944221496582","87.5592193603516","88.8499374389648","90.0848007202148","",
"Brazil","BRA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2865905761719","88.7895812988281","90.101188659668","","","",
"Barbados","BRB","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5075988769531","","72.5146179199219","64.67236328125","57.1428604125977","54.6666717529297","50.5235595703125","","","48.2758598327637","57.3770484924316","63.4831504821777","71.6814193725586","67.2782897949219","65.243896484375","67.2413787841797","68.2857131958008","69.2307662963867","66.7560272216797","",
"Brunei Darussalam","BRN","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.236457824707","92.0489273071289","90.3055801391602","92.4672470092773","92.4695510864258","91.8976516723633","93.6763076782227","93.9795913696289","91.9087066650391","92.39013671875","78.3606567382812","88.4399566650391","91.0958938598633","90.8577880859375","91.25","89.484977722168","84.3537445068359","88.4480743408203","89.3491134643555","",
"Bhutan","BTN","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6138229370117","100","94.8339462280273","92.0470275878906","","","","93.282829284668","","","","","","","","","","100","100","100","100","100","100","100","100","","",
"Botswana","BWA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.044921875","81.4088287353516","83.2980117797852","84.2805328369141","85.0997314453125","85.7089004516602","90.6020584106445","94.6564865112305","90.726432800293","96.8140411376953","98.9968719482422","100","","","98.2877655029297","98.4217300415039","","","","","","","","","99.814338684082","","",
"Central African Republic","CAF","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6549835205078","98.5371780395508","","","","","",
"Switzerland","CHE","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5679397583008","99.136589050293","","100","","","","100","100","100","","100","99.2271881103516","82.5987777709961","84.2243576049805","100","100","100","100","100","100","100","100","100","",
"Cameroon","CMR","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7202606201172","68.4962310791016","59.1977081298828","58.0469207763672","","","","54.023681640625","62.7672691345215","79.1526336669922","","","","","79.4480361938477","","","","78.5452880859375","78.977912902832","","",
"Congo, Dem. Rep.","COD","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5438613891602","92.5222396850586","92.7060165405273","91.0081024169922","","92.6275253295898","93.59375","94.4306716918945","","","","91.9995574951172","","","100","","11.6960697174072","",
"Congo, Rep.","COG","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9636001586914","","","46.813289642334","57.3837509155273","","83.8568801879883","","","","82.242301940918","70.6765899658203","71.9286804199219","","","","","","","","","","","","",
"Colombia","COL","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","96.0189819335938","96.5907211303711","90.7409591674805","91.585319519043","91.2240905761719","","95.26953125","98.596809387207","97.8880004882812","95.0593185424805","","",
"Comoros","COM","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.511043548584","","73.2929306030273","35.2795028686523","","","","","","","54.5075759887695","","73.2929306030273","",
"Cabo Verde","CPV","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4796676635742","61.3284797668457","64.9621200561523","70.9141311645508","76.8236389160156","78.503791809082","80.4597702026367","82.393669128418","87.0010223388672","89.6090469360352","92.2105331420898","","95.287956237793","","92.7502899169922","92.6487731933594","96.8145599365234","98.4392395019531","100","92.9221420288086","","","",
"Costa Rica","CRI","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.3177795410156","","","","","","96.7016525268555","88.3572616577148","89.6663665771484","86.5626678466797","87.9253234863281","89.4983520507812","91.5446929931641","","93.9422836303711","93.967041015625","93.9261932373047","93.775390625","93.5389022827148","93.6420288085938","94.5486602783203","94.293571472168","","","","",
"Caribbean small states","CSS","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.7049407958984","66.0538101196289","68.4778594970703","68.9233169555664","69.8008880615234","72.3054885864258","68.8961715698242","70.009880065918","72.011589050293","76.8109970092773","71.9507217407227","64.3517379760742","65.963623046875","65.5152130126953","65.7254867553711","65.1869201660156","72.2416381835938","73.7463684082031","76.4944686889648","75.651969909668","78.2856216430664","80.3876800537109","80.2668228149414","76.7618179321289","78.1464691162109","75.4204788208008","",
"Cuba","CUB","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Curacao","CUW","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8333282470703","87.0967712402344","97.1428604125977","97.8260879516602","","97.9166717529297","100","94.1176528930664","94.2857131958008","86.8421096801758","","","97.9591827392578","94.2857131958008","94.2857131958008","","","","","100","100","100","100","94.3396224975586","94.7368392944336","",
"Cyprus","CYP","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","","",
"Czechia","CZE","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9657516479492","","81.0569076538086","100","","100","","94.7218322753906","","100","","","100","","","","","71.7201232910156","",
"Dominica","DMA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.637580871582","52.5","49.6124000549316","45.5284614562988","44.9438209533691","42.2222213745117","44.8717918395996","44.4444389343262","42.307689666748","41.3333282470703","37.1428604125977","38.8059692382812","37.5","47.9452095031738","56.962028503418","55.7142906188965","53.2467498779297","60.8108100891113","","","59.0163917541504","52.6315803527832","61.538459777832","58.7301597595215","62.2950782775879","",
"Denmark","DNK","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.1372833251953","","","","","","81.2598190307617","81.4873962402344","81.2591705322266","89.7417068481445","83.6088027954102","79.4105606079102","69.6641311645508","78.6426696777344","81.2625885009766","83.9517593383789","87.3234710693359","87.2958374023438","94.7986221313477","94.7947463989258","94.7919998168945","94.7913284301758","100","","0","",
"Algeria","DZA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0456771850586","92.9140396118164","94.2497711181641","96.0981826782227","97.0964126586914","97.6402587890625","98.0962905883789","98.9170608520508","99.6414184570312","","","","","","","100","100","","","","","","98.2937622070312","94.8959426879883","90.8760070800781","",
"East Asia & Pacific (excluding high income)","EAP","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.569938659668","78.5803909301758","79.1306686401367","77.5233993530273","72.6833724975586","74.7726211547852","78.0809173583984","76.4733734130859","77.820068359375","82.7348022460938","82.7883987426758","83.9241790771484","",
"East Asia & Pacific","EAS","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3154067993164","93.3184661865234","","","90.3463516235352","89.3328475952148","89.6166000366211","91.0948181152344","90.57958984375","90.2255020141602","90.6140289306641","90.5720825195312","90.3662185668945","89.6152191162109","89.2637100219727","",
"Europe & Central Asia","ECS","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4703521728516","86.7509307861328","69.0005569458008","70.084602355957","70.7837982177734","70.6864013671875","70.4644317626953","71.0723724365234","","","","","","","","","","","","","84.4380111694336","84.8351974487305","85.7449188232422","86.6168594360352","",
"Egypt, Arab Rep.","EGY","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4404678344727","","80.2439117431641","83.7580490112305","78.3297729492188","88.6181411743164","","","",
"Euro area","EMU","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.7586212158203","77.8917694091797","80.0656890869141","82.2270278930664","87.5785217285156","90.5946426391602","91.8341674804688","91.7100830078125","92.0753707885742","79.3120422363281","94.911979675293","95.7585296630859","91.2227096557617","91.914192199707","","67.551513671875","","","","83.1244277954102","","","","75.5205230712891","","",
"Spain","ESP","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Estonia","EST","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2844314575195","81.9614410400391","40.8811836242676","48.9183387756348","57.7220687866211","","95","","","","","","","","","","",
"European Union","EUU","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6285095214844","80.0633163452148","72.9096832275391","72.7351837158203","73.4206085205078","72.3181228637695","73.8682403564453","74.3627014160156","72.4809417724609","68.6273727416992","71.7058181762695","68.7796173095703","68.8488082885742","70.2687301635742","69.7720565795898","69.3794479370117","69.0000305175781","70.5514907836914","","","60.8781394958496","53.4165992736816","",
"Finland","FIN","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8458023071289","","","100","100","","","","","","","93.4446792602539","88.3105392456055","94.3119277954102","94.1688461303711","97.1105499267578","",
"France","FRA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.086296081543","36.559139251709","39.7849464416504","28.6206893920898","","","",
